TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Avg,VWC_5cm_Avg,Ka_5cm_Avg,T_5cm_Avg,BulkEC_5cm_Avg,VWC_10cm_Avg,Ka_10cm_Avg,T_10cm_Avg,BulkEC_10cm_Avg,VWC_20cm_Avg,Ka_20cm_Avg,T_20cm_Avg,BulkEC_20cm_Avg,VWC_30cm_Avg,Ka_30cm_Avg,T_30cm_Avg,BulkEC_30cm_Avg,VWC_40cm_Avg,Ka_40cm_Avg,T_40cm_Avg,BulkEC_40cm_Avg,VWC_50cm_Avg,Ka_50cm_Avg,T_50cm_Avg,BulkEC_50cm_Avg,Temp_C_Avg,SlrFD_W_Avg,Rain_mm_Tot,Strikes_Tot,Dist_km_Avg,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,MaxWS_ms_Avg,AirT_C_Avg,VP_mbar_Avg,BP_mbar_Avg,RH,RHT_C
2023-03-23 15:45:00,92.0,13.67,23.71,,,,,,,,,,,,,,,,,,,,,,,,,22.53,,,,,,0.0,0.0,,,,,,
2023-03-23 15:46:00,93.0,13.6,23.71,,,,,,,,,,,,,,,,,,,,,,,,,22.58,,,,,,0.0,0.0,,,,,,
2023-03-23 15:47:00,94.0,13.61,23.72,,,,,,,,,,,,,,,,,,,,,,,,,22.52,,,,,,0.0,0.0,,,,,,
2023-03-23 15:48:00,95.0,13.59,23.72,,,,,,,,,,,,,,,,,,,,,,,,,22.56,,,,,,0.0,0.0,,,,,,
2023-03-23 15:49:00,96.0,13.64,23.71,,,,,,,,,,,,,,,,,,,,,,,,,22.51,,,,,,0.0,0.0,,,,,,
2023-03-23 15:50:00,97.0,13.65,23.71,,,,,,,,,,,,,,,,,,,,,,,,,22.63,,,,,,0.0,0.0,,,,,,
2023-03-23 15:51:00,98.0,13.64,23.71,,,,,,,,,,,,,,,,,,,,,,,,,22.63,,,,,,0.0,0.0,,,,,,
2023-03-23 15:52:00,99.0,13.65,23.72,,,,,,,,,,,,,,,,,,,,,,,,,22.72,,,,,,0.0,0.0,,,,,,
2023-03-23 15:53:00,100.0,13.64,23.73,,,,,,,,,,,,,,,,,,,,,,,,,22.71,,,,,,0.0,0.0,,,,,,
2023-03-23 15:54:00,101.0,13.62,23.73,,,,,,,,,,,,,,,,,,,,,,,,,22.67,,,,,,0.0,0.0,,,,,,
2023-03-23 15:55:00,102.0,13.64,23.75,,,,,,,,,,,,,,,,,,,,,,,,,22.76,,,,,,0.0,0.0,,,,,,
2023-03-23 15:56:00,103.0,13.67,23.75,,,,,,,,,,,,,,,,,,,,,,,,,22.83,,,,,,0.0,0.0,,,,,,
2023-03-23 15:57:00,104.0,13.64,23.75,,,,,,,,,,,,,,,,,,,,,,,,,22.78,,,,,,0.0,0.0,,,,,,
2023-03-23 15:58:00,105.0,13.65,23.76,,,,,,,,,,,,,,,,,,,,,,,,,22.75,,,,,,0.0,0.0,,,,,,
2023-03-23 15:59:00,106.0,13.61,23.78,,,,,,,,,,,,,,,,,,,,,,,,,22.73,,,,,,0.0,0.0,,,,,,
2023-03-23 16:00:00,107.0,13.58,23.78,,,,,,,,,,,,,,,,,,,,,,,,,22.72,,,,,,0.0,0.0,,,,,,
2023-03-23 16:01:00,108.0,13.63,23.8,,,,,,,,,,,,,,,,,,,,,,,,,22.77,,,,,,0.0,0.0,,,,,,
2023-03-23 16:02:00,109.0,13.62,23.79,,,,,,,,,,,,,,,,,,,,,,,,,22.73,,,,,,0.0,0.0,,,,,,
2023-03-23 16:03:00,110.0,13.63,23.8,,,,,,,,,,,,,,,,,,,,,,,,,22.75,,,,,,0.0,0.0,,,,,,
2023-03-23 16:04:00,111.0,13.6,23.81,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,0.0,0.0,,,,,,
2023-03-23 16:05:00,112.0,13.62,23.82,,,,,,,,,,,,,,,,,,,,,,,,,22.77,,,,,,0.0,0.0,,,,,,
2023-03-23 16:06:00,113.0,13.63,23.82,,,,,,,,,,,,,,,,,,,,,,,,,22.77,,,,,,0.0,0.0,,,,,,
2023-03-23 16:07:00,114.0,13.64,23.83,,,,,,,,,,,,,,,,,,,,,,,,,22.69,,,,,,0.0,0.0,,,,,,
2023-03-23 16:08:00,115.0,13.64,23.85,,,,,,,,,,,,,,,,,,,,,,,,,22.78,,,,,,0.0,0.0,,,,,,
2023-03-23 16:09:00,116.0,13.64,23.85,,,,,,,,,,,,,,,,,,,,,,,,,22.76,,,,,,0.0,0.0,,,,,,
2023-03-23 16:10:00,117.0,13.64,23.86,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,0.0,0.0,,,,,,
2023-03-23 16:11:00,118.0,13.64,23.86,,,,,,,,,,,,,,,,,,,,,,,,,22.77,,,,,,0.0,0.0,,,,,,
2023-03-23 16:12:00,119.0,13.59,23.86,,,,,,,,,,,,,,,,,,,,,,,,,22.75,,,,,,0.0,0.0,,,,,,
2023-03-23 16:13:00,120.0,13.64,23.86,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,0.0,0.0,,,,,,
2023-03-23 16:14:00,121.0,13.63,23.88,,,,,,,,,,,,,,,,,,,,,,,,,22.81,,,,,,0.0,0.0,,,,,,
2023-03-23 16:15:00,122.0,13.64,23.88,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,0.0,0.0,,,,,,
2023-03-23 16:16:00,123.0,13.67,23.88,,,,,,,,,,,,,,,,,,,,,,,,,22.77,,,,,,0.0,0.0,,,,,,
2023-03-23 16:17:00,124.0,13.64,23.87,,,,,,,,,,,,,,,,,,,,,,,,,22.82,,,,,,0.0,0.0,,,,,,
2023-03-23 16:18:00,125.0,13.59,23.88,,,,,,,,,,,,,,,,,,,,,,,,,22.79,,,,,,0.0,0.0,,,,,,
2023-03-23 16:19:00,126.0,13.64,23.89,,,,,,,,,,,,,,,,,,,,,,,,,22.75,,,,,,0.0,0.0,,,,,,
2023-03-23 16:20:00,127.0,13.63,23.9,,,,,,,,,,,,,,,,,,,,,,,,,22.75,,,,,,0.0,0.0,,,,,,
2023-03-23 16:21:00,128.0,13.62,23.9,,,,,,,,,,,,,,,,,,,,,,,,,22.74,,,,,,0.0,0.0,,,,,,
2023-03-23 16:22:00,129.0,13.63,23.89,,,,,,,,,,,,,,,,,,,,,,,,,22.69,,,,,,0.0,0.0,,,,,,
2023-03-23 16:23:00,130.0,13.62,23.89,,,,,,,,,,,,,,,,,,,,,,,,,22.79,,,,,,0.0,0.0,,,,,,
2023-03-23 16:24:00,131.0,13.66,23.88,,,,,,,,,,,,,,,,,,,,,,,,,22.75,,,,,,0.0,0.0,,,,,,
2023-03-23 16:25:00,132.0,13.61,23.88,,,,,,,,,,,,,,,,,,,,,,,,,22.86,,,,,,0.0,0.0,,,,,,
2023-03-23 16:26:00,133.0,13.62,23.9,,,,,,,,,,,,,,,,,,,,,,,,,22.94,,,,,,0.0,0.0,,,,,,
2023-03-23 16:27:00,134.0,13.63,23.9,,,,,,,,,,,,,,,,,,,,,,,,,22.91,,,,,,0.0,0.0,,,,,,
2023-03-23 16:28:00,135.0,13.56,23.9,,,,,,,,,,,,,,,,,,,,,,,,,22.82,,,,,,0.0,0.0,,,,,,
2023-03-23 16:29:00,136.0,13.61,23.9,,,,,,,,,,,,,,,,,,,,,,,,,22.86,,,,,,0.0,0.0,,,,,,
2023-03-23 16:30:00,137.0,13.62,23.92,,,,,,,,,,,,,,,,,,,,,,,,,22.97,,,,,,0.0,0.0,,,,,,
2023-03-23 16:31:00,138.0,13.58,23.91,,,,,,,,,,,,,,,,,,,,,,,,,22.9,,,,,,0.0,0.0,,,,,,
2023-03-23 16:32:00,139.0,13.64,23.91,,,,,,,,,,,,,,,,,,,,,,,,,22.91,,,,,,0.0,0.0,,,,,,
2023-03-23 16:33:00,140.0,13.63,23.91,,,,,,,,,,,,,,,,,,,,,,,,,22.85,,,,,,0.0,0.0,,,,,,
2023-03-23 16:34:00,141.0,13.65,23.93,,,,,,,,,,,,,,,,,,,,,,,,,22.89,,,,,,0.0,0.0,,,,,,
2023-03-23 16:35:00,142.0,13.62,23.93,,,,,,,,,,,,,,,,,,,,,,,,,22.86,,,,,,0.0,0.0,,,,,,
2023-03-23 16:36:00,143.0,13.64,23.92,,,,,,,,,,,,,,,,,,,,,,,,,22.88,,,,,,0.0,0.0,,,,,,
2023-03-23 16:37:00,144.0,13.62,23.93,,,,,,,,,,,,,,,,,,,,,,,,,22.77,,,,,,0.0,0.0,,,,,,
2023-03-23 16:38:00,145.0,13.61,23.94,,,,,,,,,,,,,,,,,,,,,,,,,22.74,,,,,,0.0,0.0,,,,,,
2023-03-23 16:39:00,146.0,13.64,23.92,,,,,,,,,,,,,,,,,,,,,,,,,22.74,,,,,,0.0,0.0,,,,,,
2023-03-23 16:40:00,147.0,13.65,23.94,,,,,,,,,,,,,,,,,,,,,,,,,22.83,,,,,,0.0,0.0,,,,,,
2023-03-23 16:41:00,148.0,13.61,23.94,,,,,,,,,,,,,,,,,,,,,,,,,22.86,,,,,,0.0,0.0,,,,,,
2023-03-23 16:42:00,149.0,13.66,23.93,,,,,,,,,,,,,,,,,,,,,,,,,22.85,,,,,,0.0,0.0,,,,,,
2023-03-23 16:43:00,150.0,13.62,23.93,,,,,,,,,,,,,,,,,,,,,,,,,22.93,,,,,,0.0,0.0,,,,,,
